"subject","activity","FrequencyBodyAcc-mean()-X","FrequencyBodyAcc-mean()-Y","FrequencyBodyAcc-mean()-Z","FrequencyBodyAcc-std()-X","FrequencyBodyAcc-std()-Y","FrequencyBodyAcc-std()-Z","FrequencyBodyAccJerk-mean()-X","FrequencyBodyAccJerk-mean()-Y","FrequencyBodyAccJerk-mean()-Z","FrequencyBodyAccJerk-std()-X","FrequencyBodyAccJerk-std()-Y","FrequencyBodyAccJerk-std()-Z","FrequencyBodyAccMag-mean()","FrequencyBodyAccMag-std()","FrequencyBodyBodyAccJerkMag-mean()","FrequencyBodyBodyAccJerkMag-std()","FrequencyBodyBodyGyroJerkMag-mean()","FrequencyBodyBodyGyroJerkMag-std()","FrequencyBodyBodyGyroMag-mean()","FrequencyBodyBodyGyroMag-std()","FrequencyBodyGyro-mean()-X","FrequencyBodyGyro-mean()-Y","FrequencyBodyGyro-mean()-Z","FrequencyBodyGyro-std()-X","FrequencyBodyGyro-std()-Y","FrequencyBodyGyro-std()-Z","TimeBodyAcc-mean()-X","TimeBodyAcc-mean()-Y","TimeBodyAcc-mean()-Z","TimeBodyAcc-std()-X","TimeBodyAcc-std()-Y","TimeBodyAcc-std()-Z","TimeBodyAccJerk-mean()-X","TimeBodyAccJerk-mean()-Y","TimeBodyAccJerk-mean()-Z","TimeBodyAccJerk-std()-X","TimeBodyAccJerk-std()-Y","TimeBodyAccJerk-std()-Z","TimeBodyAccJerkMag-mean()","TimeBodyAccJerkMag-std()","TimeBodyAccMag-mean()","TimeBodyAccMag-std()","TimeBodyGyro-mean()-X","TimeBodyGyro-mean()-Y","TimeBodyGyro-mean()-Z","TimeBodyGyro-std()-X","TimeBodyGyro-std()-Y","TimeBodyGyro-std()-Z","TimeBodyGyroJerk-mean()-X","TimeBodyGyroJerk-mean()-Y","TimeBodyGyroJerk-mean()-Z","TimeBodyGyroJerk-std()-X","TimeBodyGyroJerk-std()-Y","TimeBodyGyroJerk-std()-Z","TimeBodyGyroJerkMag-mean()","TimeBodyGyroJerkMag-std()","TimeBodyGyroMag-mean()","TimeBodyGyroMag-std()","TimeGravityAcc-mean()-X","TimeGravityAcc-mean()-Y","TimeGravityAcc-mean()-Z","TimeGravityAcc-std()-X","TimeGravityAcc-std()-Y","TimeGravityAcc-std()-Z","TimeGravityAccMag-mean()","TimeGravityAccMag-std()"
11,"Walking Downstairs",-0.74141774,-0.69168287,-0.69171826,-0.76270721,-0.70352418,-0.77862612,-0.74311217,-0.73285698,-0.74479507,-0.70964085,-0.72259621,-0.69779767,-0.66646781,-0.5708027,-0.62499427,-0.71110233,-0.7617575,-0.68391444,-0.75738802,-0.73690696,NA,NA,NA,NA,-0.8003114,-0.80511405,-0.66881409,-0.73844574,-0.66402007,-0.69003845,-0.74883032,-0.67381529,-0.71355987,-0.72213071,NA,NA,NA,NA,-0.69818333,-0.70367003,-0.7225521,-0.73625758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7117301,-0.75322455,-0.75190832,-0.71405151,-0.76040199,-0.7629708,-0.71984183,-0.67672302,-0.5953068,-0.62586821,-0.73173423,-0.73125104
11,"Sitting",-0.99774988,-0.9961983,-0.99690243,-0.95254796,-0.95840829,-0.98028647,-0.97936497,-0.99752412,-0.97957827,-0.98244805,-0.95675757,-0.96078579,-0.98539067,-0.97981876,-0.97980448,-0.97093044,-0.95503628,NA,-0.95673599,-0.9517119,-0.95750948,-0.96189188,-0.98635743,-0.9854145,-0.99738528,-0.99839779,NA,NA,NA,NA,NA,NA,-0.99799971,-0.99520917,-0.98926363,-0.98126161,-0.98313861,-0.99565216,-0.99853538,-0.99898548,-0.9986914,-0.99848902,-0.99929049,-0.99881765,-0.99941533,-0.99940038,-0.99436968,-0.99398465,-0.9945654,-0.95895021,-0.99309644,-0.99906808,-0.99920676,-0.99865849,-0.99327493,-0.99783816,-0.98735939,NA,NA,NA,NA,NA,NA,-0.99187576,-0.9981672,-0.997681
11,"Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99677682,-0.99042609,-0.99129278,-0.99469472,-0.99806853,-0.99930843,-0.99491634,-0.99741471,NA,NA,NA,NA,-0.93480465,-0.99708379,-0.99847524,-0.95643171,-0.99619617,-0.99658488,-0.99875687,-0.99822302,-0.99008539,-0.99497061,-0.99343549,-0.99323196,-0.99678465,-0.99556868,-0.99139489,-0.99199083,-0.99735032,-0.99644337,-0.99220899,-0.99247034,-0.99187548,-0.99424138,-0.99438837,-0.99399636,-0.99748653,-0.99393509,-0.97722897,-0.99854289,-0.99064645,-0.990087,NA,NA,-0.99655851,-0.98260059,-0.99812631,-0.99874568,-0.99840864,-0.99846665,-0.98465607,NA,-0.99602351,-0.99563627
11,"Laying",-0.99925146,-0.99538117,-0.98936966,-0.98948619,-0.99847615,-0.99884085,-0.9991312,-0.99914856,-0.9994633,-0.99909574,-0.99921828,-0.96286063,-0.99885614,-0.99891588,-0.9994376,-0.999163,-0.99848322,-0.886943095,-0.99890516,-0.99860387,-0.998101,-0.99878158,-0.99869986,-0.99916006,-0.9993284,-0.99864195,-0.905174005,-0.97946688,-0.9955627,-0.9951133,-0.99462764,-0.98984164,-0.95890535,-0.97214155,-0.8846765,-0.97850625,-0.98003264,-0.9935579,NA,NA,NA,NA,-0.99216276,-0.99868862,-0.9984442,-0.9983403,-0.99848072,-0.99817804,-0.99897093,-0.99936257,NA,NA,NA,NA,-0.9980849,-0.9987428,NA,-0.91303489,-0.99030975,-0.99865938,-0.99652127,-0.99167122,-0.99207567,-0.98026421,NA,NA
12,"Walking",-0.54330757,-0.52846197,-0.61581476,-0.63030713,-0.5018223,-0.45634151,-0.42427722,-0.43873574,-0.50514286,NA,NA,NA,-0.63371967,-0.64903286,-0.60050644,-0.62178762,-0.62001367,-0.65460966,-0.67160579,-0.62342615,NA,NA,NA,-0.63756638,-0.51990153,-0.47399371,-0.6710535,-0.64917175,-0.5985337,-0.70170181,-0.64354325,-0.61673247,-0.62121292,-0.56620589,-0.59793969,-0.71677735,NA,NA,-0.47967019,-0.47280615,-0.43997979,-0.3483886,NA,NA,NA,NA,NA,NA,NA,NA,-0.53695275,-0.53157029,-0.56968603,-0.54487063,-0.50270643,-0.57834797,-0.44044051,-0.47002,-0.59014031,-0.57208675,-0.64768524,-0.63992831,-0.66502953,-0.61653434,-0.37359322,-0.49301672
12,"Walking Upstairs",NA,-0.72968013,-0.7754853,-0.77166753,-0.73399449,-0.70465815,-0.75338249,-0.78069282,-0.81676237,-0.81970745,-0.72839501,-0.72703802,-0.77350994,-0.75161277,-0.74906689,-0.7601769,-0.63777318,-0.66637393,-0.80149807,-0.80197218,-0.70123774,-0.74412772,-0.71240732,-0.71175807,-0.78152277,-0.80285216,-0.73803304,-0.74501475,NA,NA,-0.77517073,-0.75452117,-0.74458062,-0.6853527,-0.69813524,-0.74399539,-0.69276893,-0.65791382,NA,NA,NA,NA,-0.66613728,-0.72881835,-0.71403763,-0.71375415,-0.6951125,-0.66367763,-0.64620542,-0.64210125,-0.67924052,-0.70932734,-0.71935629,NA,NA,NA,NA,NA,-0.75554118,-0.83725334,-0.74511996,-0.6606051,-0.72200294,-0.85166908,NA,NA
12,"Walking Downstairs",-0.63760863,NA,NA,NA,NA,NA,NA,NA,NA,-0.51294511,-0.62162655,-0.53820505,0.26488998,0.2865159,-0.2425359,-0.40596152,-0.35522896,-0.36555325,-0.43456964,-0.61604093,-0.53335705,-0.57126379,-0.47560515,-0.40512272,-0.55403452,-0.55398472,-0.43313707,-0.36246881,-0.55023726,-0.62819432,NA,NA,NA,NA,NA,NA,-0.26104496,-0.63465782,-0.69699512,-0.63950354,-0.20307573,-0.63307816,-0.49770723,-0.46261005,-0.60632043,-0.50358385,-0.33202564,-0.46557598,-0.51175489,-0.69464515,-0.70143185,-0.73855407,-0.74630747,-0.22363489,-0.48687849,-0.52015006,-0.62943519,-0.63635331,NA,NA,NA,NA,NA,NA,-0.59611098,-0.72418959
12,"Sitting",-0.98598771,-0.98372705,-0.98234193,-0.99365246,-0.97059529,-0.99004325,-0.98972028,-0.9899081,-0.99496193,-0.98454851,-0.98496964,-0.98909244,-0.97220735,NA,NA,NA,NA,NA,NA,NA,-0.99004176,-0.99408182,-0.97358806,-0.96604574,-0.97635657,-0.97970247,-0.95517174,-0.99108639,-0.99342062,-0.99276212,-0.99103217,-0.95191376,-0.96225401,-0.96622374,-0.98010994,-0.98845458,-0.992078,-0.98918666,NA,NA,NA,NA,-0.98994101,-0.99447995,-0.99291856,-0.9740369,-0.9627857,-0.95106449,-0.9416205,-0.94364502,-0.94665726,-0.95810268,NA,NA,-0.98985237,-0.99041592,-0.96285177,-0.98630431,-0.95322636,-0.98883738,-0.9874591,-0.99330642,-0.995211,-0.99409295,NA,NA
12,"Standing",-0.97303745,-0.99469568,-0.99234059,-0.99153522,-0.98970335,-0.99132554,-0.99290906,-0.99249411,-0.99024442,-0.98878178,-0.93229077,-0.99127918,-0.99273734,-0.97152871,-0.9687893,-0.98043462,-0.99035362,-0.99467986,-0.97988778,-0.98366758,-0.99156038,-0.9906248,-0.99174879,-0.99262456,-0.99583962,-0.99446649,NA,NA,-0.66047928,-0.66588363,-0.93828794,-0.89645242,-0.99590605,-0.99655555,-0.99863195,-0.98863398,-0.95925939,-0.90902763,-0.95389803,-0.94437592,-0.94862748,-0.93997382,-0.90717381,-0.95610867,-0.965324,-0.98789423,-0.99632373,-0.99605693,-0.99710744,-0.95260162,-0.95676415,-0.98541519,-0.97609364,-0.95767513,NA,-0.96735575,NA,NA,-0.90722817,-0.95091704,-0.97740542,-0.97788818,-0.97976245,-0.99579392,-0.94306006,-0.96797088
12,"Laying",-0.98437358,-0.98479501,-0.88491786,-0.98125234,-0.98711762,-0.98683765,-0.98461511,-0.98603584,-0.98650904,-0.98754942,-0.9884795,-0.99064076,NA,-0.91908193,-0.93979429,-0.9075222,-0.97925963,-0.96521527,-0.93161445,-0.97570103,-0.97322327,-0.97650174,-0.97899949,NA,NA,NA,-0.96229522,-0.96957417,-0.98962096,-0.96911027,-0.96607493,-0.97851771,-0.91581245,-0.96604585,-0.97585106,-0.95124438,-0.94656712,-0.98603818,-0.94079199,-0.91833548,-0.95607113,-0.98050929,-0.99002986,-0.99286066,-0.99191288,-0.98829763,-0.97736499,-0.98046101,-0.9886887,-0.98794498,NA,NA,-0.81959214,-0.92204806,-0.94765742,-0.98261593,-0.91914078,-0.93354349,-0.99238389,-0.95186909,-0.95524848,-0.98420437,-0.95929473,-0.82661759,-0.98494781,-0.98547503
13,"Walking",-0.51991974,-0.55484418,-0.55300278,-0.59293266,-0.56274258,-0.4710324,-0.48400381,-0.369097595,-0.097901304,-0.18878987,-0.31130593,-0.23303402,-0.21981176,-0.18449321,0.034674175,-0.37085452,-0.17428558,-0.35687984,-0.28740103,-0.1618435,-0.1177427,-0.18117156,-0.25371831,-0.10321854,-0.27641545,-0.28643145,-0.33839874,-0.34970622,-0.33554936,-0.17136971,-0.14344501,-0.35333074,NA,NA,NA,NA,NA,NA,-0.50219208,-0.4799691,-0.46951885,-0.44695762,NA,NA,NA,-0.49011151,-0.43952018,-0.5184119,-0.47876035,-0.46227122,-0.4128736,-0.44501693,-0.48129035,-0.47239852,-0.40505919,-0.48579208,-0.48577967,-0.4388571,-0.3562894,-0.24562539,-0.324742,-0.13831964,-0.050060272,NA,-0.47725811,-0.46310725
13,"Walking Upstairs",-0.77763803,-0.67697317,-0.68233901,-0.80963311,-0.73199147,-0.64980423,-0.69380701,-0.66467123,-0.67344019,-0.75192108,-0.66203064,-0.70490321,-0.62987349,-0.7300631,-0.65710713,-0.65368977,-0.73340126,-0.69193258,-0.70878375,-0.68827157,-0.77966652,-0.76458673,-0.73351498,-0.68555025,-0.68055308,-0.70530768,-0.60896053,-0.62575093,-0.700294925,-0.75776828,-0.74524454,-0.72802788,-0.69212717,-0.71751107,-0.75726355,-0.73570304,-0.74078374,-0.74983024,NA,NA,NA,NA,-0.71591765,-0.71874667,-0.73643182,-0.72124646,-0.74450761,-0.70925932,-0.63740527,-0.69923646,NA,NA,NA,NA,-0.75665124,-0.77056648,NA,NA,-0.70903702,-0.71238644,-0.72814217,-0.72050856,-0.7614254,-0.75189882,NA,NA
13,"Walking Downstairs",NA,NA,NA,NA,NA,NA,NA,NA,-0.32889606,-0.22799224,-0.40226774,-0.42062178,-0.58714892,-0.56265774,-0.65139311,-0.60711483,-0.3024077,-0.41669696,-0.51539696,-0.39280142,-0.43843586,-0.55229696,-0.60270825,-0.51403697,-0.41692137,-0.53354792,-0.58440252,-0.53368431,NA,NA,NA,NA,-0.64880343,-0.416783,-0.17076132,-0.26287306,-0.36981392,-0.14006724,0.0052579035,-0.14288663,-0.46619895,0.049273829,-0.18877404,-0.16886327,-0.53132299,-0.17545832,0.068515497,-0.026184174,-0.40570104,-0.096617393,-0.13921363,-0.56701233,-0.29365548,-0.43705995,NA,NA,-0.10885863,-0.27504343,NA,NA,NA,NA,NA,-0.52612256,0.066732041,-0.16573334
13,"Sitting",-0.9972217,-0.9971538,-0.99817212,-0.96798254,-0.98472065,-0.99167808,-0.99226629,-0.99352177,-0.99580831,-0.99520245,-0.99538407,-0.99525543,-0.993823,-0.99337609,-0.99249719,-0.99272109,-0.9948413,-0.98771032,-0.99342811,-0.99460174,-0.99320762,-0.99312834,-0.99694403,-0.98928499,-0.95617412,-0.991261585,-0.98788413,-0.99715153,-0.99013771,-0.99115941,-0.99388581,-0.99423522,-0.99422448,-0.99174406,NA,NA,NA,NA,-0.99785114,-0.99640385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99732393,-0.99702182,-0.99698475,-0.99793703,-0.9939628,-0.99405155,-0.99332942,-0.99269221,-0.99405975,-0.99634879,NA,-0.96656102
13,"Standing",-0.86564987,-0.86785934,-0.94649112,-0.96114384,-0.97457185,-0.94699259,-0.98349148,-0.99157621,-0.9870437,-0.98691235,-0.99208342,-0.99330539,NA,NA,NA,NA,NA,NA,NA,NA,-0.99156355,-0.99006046,-0.99158842,-0.9310256,NA,NA,NA,NA,NA,-0.89564824,-0.90492483,-0.95625074,-0.98944839,-0.98915637,-0.99305813,-0.99639734,-0.98750691,-0.97884502,-0.98612793,-0.98815702,-0.989725095,-0.992506555,-0.99112013,-0.99335648,-0.99675589,-0.99609077,-0.99540504,-0.99607988,-0.99672599,-0.99782749,-0.9963804,-0.99555778,-0.99673718,-0.9340839,-0.99145533,-0.99280217,-0.99087457,-0.98908278,-0.93833981,-0.94400746,-0.99550605,-0.9949837,-0.9944567,-0.9946298,-0.994601045,-0.99174912
13,"Laying",-0.97885407,-0.97911756,-0.98104624,-0.97609355,-0.97710946,-0.97502887,-0.86026258,NA,NA,NA,NA,NA,-0.93511679,-0.99121351,-0.99111299,-0.992047,-0.98842075,-0.98410123,-0.99180905,-0.99200351,NA,NA,NA,NA,NA,NA,-0.98737381,-0.9877277,-0.98926992,-0.99033603,-0.98931825,-0.97230768,-0.99281244,-0.97783734,-0.95851704,-0.97537628,-0.983265275,-0.983356465,-0.98068729,-0.98057856,-0.97558898,-0.92670431,-0.9252464,-0.92757679,-0.95815741,-0.98048594,-0.98139471,-0.98610751,-0.98785525,-0.98655101,-0.98333018,-0.93367801,-0.93270379,-0.97798304,-0.98036785,-0.98078783,-0.97935559,-0.9796811,-0.99465301,-0.99459641,-0.99427807,-0.99502766,-0.99619246,-0.99457232,-0.92724353,-0.97979914
14,"Walking",-0.7127677,-0.66329489,-0.62396082,-0.58286654,-0.57557039,-0.58081478,-0.60340926,-0.61760491,-0.65026426,-0.66695408,-0.59640147,-0.56638021,-0.69503595,-0.61834493,-0.59692875,-0.63372406,-0.65635747,-0.63243448,-0.63626139,-0.62833004,-0.60644628,NA,NA,NA,NA,-0.77958004,-0.70011988,-0.71304827,-0.69291865,-0.66856769,-0.72265372,-0.69484453,-0.68803346,-0.68135787,-0.6906046,-0.69159657,-0.71617967,-0.71545882,-0.65475683,-0.62135964,-0.66695477,-0.60998635,-0.68478064,-0.7070452,-0.67637913,NA,NA,NA,-0.65067189,-0.65751713,-0.6486647,-0.66131203,-0.61040814,-0.59438946,-0.61319454,-0.62915851,-0.67111849,-0.68686079,-0.68164811,-0.64289727,-0.68057924,-0.66474456,-0.64223415,-0.69021115,-0.67058193,-0.66841099
14,"Walking Upstairs",NA,NA,NA,NA,NA,-0.70242843,-0.63712078,-0.59890571,-0.65855073,-0.65859036,-0.68857924,-0.72307417,-0.5788454,-0.60097175,-0.63492303,-0.61815103,-0.52520502,-0.52630301,-0.63708424,-0.60645489,-0.63396054,-0.65920053,-0.62871999,-0.60940432,-0.57053932,-0.59222575,-0.56055361,-0.6029502,-0.61718873,-0.65745335,-0.65916512,-0.63106477,-0.58885586,-0.59890097,-0.53809486,-0.52777948,-0.64110029,-0.58451342,-0.60039582,NA,-0.65749019,-0.58681002,-0.59114911,-0.57754335,-0.40818111,-0.38056138,-0.55848768,0.095619516,0.072261649,-0.49187138,-0.66810835,-0.36251679,-0.49558352,-0.60586664,NA,NA,NA,NA,NA,NA,-0.5599635,-0.6072045,-0.51083383,-0.47472894,-0.6059652,-0.63582108
14,"Walking Downstairs",0.02077126,-0.45364345,-0.38454644,-0.44999065,-0.54614508,NA,NA,NA,NA,NA,NA,NA,-0.24788539,-0.40647625,-0.48637633,-0.33500683,-0.33066931,-0.40028104,-0.023400969,-0.078596961,NA,-0.48064811,-0.40896953,-0.12227763,-0.18116803,-0.20963265,-0.51906512,-0.3890986,-0.17702563,0.1040699,-0.10678667,-0.38313335,NA,NA,NA,NA,NA,NA,-0.37803873,-0.64248271,-0.5240604,-0.28286816,NA,NA,NA,-0.6995678,-0.52426289,-0.19946745,-0.25423671,-0.46672284,-0.45353235,-0.61978716,-0.69960997,-0.5511023,-0.53281296,0.018100153,-0.62070261,-0.49836063,-0.21224494,-0.35463867,NA,NA,NA,NA,-0.27193871,-0.29390345
14,"Sitting",-0.99294038,-0.99518767,-0.99751899,-0.9979285,-0.9982262,-0.99807773,-0.98378558,-0.98180069,-0.97257874,-0.97256623,-0.94995305,-0.96859748,-0.9467693,-0.96624696,-0.99147501,-0.99860778,NA,NA,-0.99873683,-0.99528195,-0.97158232,-0.98531269,-0.99000549,-0.9908212,-0.98985447,-0.9422212,NA,NA,NA,NA,NA,NA,-0.98631616,-0.98893673,-0.99107108,-0.99224121,-0.99627328,-0.99140741,NA,NA,-0.99914669,-0.99028802,-0.9872265,-0.99144329,-0.99362364,-0.99358794,-0.99361647,-0.9954716,-0.99415549,-0.99428336,-0.9942161,-0.99724789,-0.99689553,-0.99839247,-0.99417665,-0.99432171,-0.97258274,-0.97641336,-0.96233201,-0.99769477,-0.98994875,-0.98984908,-0.99231071,-0.98997252,NA,NA
14,"Standing",NA,NA,-0.78552878,-0.90412351,-0.75636777,-0.70808376,-0.97316739,-0.98574928,-0.98135667,-0.97889651,-0.98448268,-0.99115004,-0.99939824,-0.97541681,-0.97994463,-0.99520914,-0.99690784,-0.99864557,-0.99386617,-0.99393109,-0.99894242,-0.99784533,-0.99778864,-0.99814985,-0.99866838,-0.99885209,-0.99566401,-0.99530804,-0.99580514,-0.99620311,-0.99622981,-0.99772552,-0.99524782,-0.99331737,-0.96409638,-0.97047641,-0.97176641,-0.97971475,-0.97509022,-0.98988569,-0.98998308,-0.94345054,-0.98234554,-0.99164766,-0.99673892,-0.96273643,-0.97431693,-0.93877677,-0.95158567,-0.9717187,-0.97158229,-0.94386309,-0.94191395,-0.94517314,NA,NA,NA,NA,-0.89085342,-0.94980144,-0.96578219,-0.99615459,-0.99679532,-0.99626685,-0.94055364,-0.93011212
14,"Laying",-0.99721439,-0.99804428,-0.99722662,-0.99748446,-0.93989639,-0.99344821,-0.99585313,-0.99516772,-0.99420472,-0.99250458,-0.99290895,-0.99016727,NA,NA,NA,NA,-0.70471814,-0.96337502,NA,NA,-0.9915638,-0.99573289,-0.99523604,-0.93981809,-0.89671607,NA,-0.99317571,-0.99209609,-0.9917789,-0.99366567,-0.99201052,-0.99114123,-0.98695983,-0.91103747,-0.900886,-0.94140037,-0.9254342,-0.93744875,-0.97713159,-0.99411385,NA,NA,-0.92646967,-0.92567747,-0.98367229,-0.95475309,-0.95553327,-0.9583286,NA,NA,NA,NA,NA,NA,-0.99376421,-0.99496086,-0.99615471,-0.99352109,-0.99157217,-0.99513252,-0.99613705,-0.73778748,-0.96452891,-0.98116687,-0.95099338,-0.94725233
15,"Walking",-0.63438032,-0.65746344,-0.61146045,-0.57319629,-0.59466725,-0.60062897,-0.5733273,-0.61021308,-0.61238747,-0.61431937,-0.66076798,-0.64252942,-0.63531808,-0.65969344,-0.58102681,-0.61710209,-0.69917418,-0.72759928,-0.69299994,-0.70635452,-0.58921021,-0.5565079,NA,NA,NA,-0.67024132,-0.72234677,-0.70829825,-0.65116538,-0.67202809,-0.70201747,-0.70025344,-0.67874107,-0.74808882,-0.69916852,-0.67113989,-0.6929355,-0.74135052,-0.67914095,-0.68407763,-0.62613851,-0.5888957,-0.75590082,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61764759,-0.61113408,-0.61393037,-0.61820738,-0.6704808,-0.65289927,-0.68992654,-0.6765176,-0.72593267,-0.73137587,-0.64305713,-0.64954766,-0.58057166,-0.59306289
15,"Walking Upstairs",-0.87941841,-0.86962561,-0.82846413,-0.83780068,-0.80532536,-0.80037972,-0.84451659,-0.81567185,-0.8465538,-0.84296168,-0.82345662,-0.80448052,-0.80679784,-0.79436827,-0.80148199,-0.79775013,NA,NA,-0.79028479,-0.82668647,-0.81341292,-0.83187977,-0.8324351,-0.81790118,-0.83146906,-0.82896125,NA,NA,NA,NA,NA,NA,-0.81101527,-0.76476971,-0.72042137,-0.77340167,-0.80942516,-0.72841451,NA,NA,-0.75030808,-0.73926771,-0.74470827,-0.78030929,-0.77617869,-0.78163117,-0.75911339,-0.73012111,-0.78973294,-0.74958096,-0.75007542,-0.74033296,-0.77792195,-0.75135937,NA,NA,NA,NA,NA,NA,NA,-0.7377526,-0.76232114,-0.77729354,-0.79147518,NA
15,"Walking Downstairs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45012279,-0.38523815,-0.53001725,-0.54746621,-0.53311921,-0.34068716,-0.68645378,-0.63666299,NA,NA,-0.48686281,-0.40228864,-0.4244558,-0.5153062,-0.42670308,-0.54713187,-0.63972214,-0.58357286,-0.53653993,-0.60770585,NA,NA,NA,NA,NA,NA,-0.53728858,-0.50541853,-0.72020365,-0.68843374,NA,-0.6942565,-0.62421873,-0.61408874,-0.6412161,-0.5861086,-0.58440832,-0.65842318,-0.73276554,-0.66622037,-0.69879453,-0.73130504,-0.73925623,-0.72037374,-0.66915686,-0.7123961,-0.58279764,-0.60712474,-0.51917207,NA,NA,NA,-0.62213999,-0.79021842
15,"Sitting",-0.99272769,-0.95701788,-0.95352869,-0.97377344,-0.98198338,-0.98635688,-0.99864872,-0.99889145,-0.99838503,-0.99846936,-0.99752269,-0.99806116,NA,NA,NA,NA,-0.99689287,-0.99617123,-0.94730351,-0.99264396,-0.99671664,-0.99608132,-0.99811128,-0.99899358,NA,NA,-0.99572519,-0.99738197,-0.99824546,-0.99841575,-0.9978264,-0.99542705,-0.98120873,-0.99015761,-0.99054368,-0.99745664,-0.99852985,-0.99763442,-0.99826888,-0.99822659,-0.9701937,-0.99257612,-0.99706057,-0.99900551,-0.99833049,-0.98898688,-0.98205138,NA,-0.98094777,-0.99642599,-0.99369852,-0.99185053,-0.97162345,-0.96132795,-0.99290697,-0.96251558,-0.99924712,-0.99896305,-0.99370621,-0.98531359,-0.97773881,-0.98535206,-0.99692481,-0.97948452,-0.99498306,-0.99618894
15,"Standing",-0.98088427,-0.9835861,-0.99221645,-0.99679243,-0.99249755,-0.99239506,-0.99449031,-0.99783766,-0.98186524,-0.99429472,-0.99466227,-0.98071157,-0.99455556,-0.99855247,-0.99863749,-0.99106017,-0.92785572,-0.86682993,NA,NA,-0.97185324,-0.9754824,-0.97545,-0.98448024,-0.98884431,-0.98764681,-0.88097119,-0.95898168,-0.97165199,-0.99183893,-0.99471862,-0.99658144,-0.99530297,-0.95698961,-0.96216392,-0.95270339,-0.97932935,-0.99764774,NA,-0.87471119,NA,NA,-0.9976356,-0.98561786,-0.98794184,-0.99124118,-0.99358573,-0.9980112,NA,NA,NA,NA,NA,NA,-0.99598249,-0.98753512,-0.99289111,-0.99717435,-0.99686298,-0.99657127,-0.99609773,-0.99423302,-0.99375593,-0.9952632,NA,NA
15,"Laying",-0.96738902,-0.97923734,-0.9774343,-0.99148575,-0.84653626,-0.85123486,-0.98300085,-0.98862179,-0.98903055,-0.99596285,-0.99463782,-0.99450829,-0.9952662,-0.99725943,-0.98149358,-0.98448197,-0.99383202,-0.99445027,-0.99092725,-0.98826382,-0.98559868,-0.98229131,-0.98351898,-0.98927946,-0.974005835,-0.96783972,-0.99579275,-0.99615868,-0.99694035,-0.99740565,-0.99856205,-0.99933141,-0.99927132,-0.99513937,-0.94190093,-0.96594462,-0.97212783,-0.97624871,-0.99761495,-0.99680827,-0.95467305,-0.99312395,-0.98209472,-0.99903647,-0.99839875,-0.99865735,-0.99867149,-0.896563185,-0.97304683,-0.988396785,-0.987722355,-0.98112407,-0.99710363,-0.95290501,-0.79152224,-0.85276094,-0.92835162,-0.8276698,-0.98617593,-0.97283687,-0.98971162,-0.98934689,-0.99848976,-0.99905735,-0.99774954,-0.99760681
16,"Walking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.72724107,-0.69631862,NA,-0.79196264,NA,NA,NA,NA,NA,NA,-0.7339934,-0.71726694,-0.69231045,-0.736337655,-0.7563307,-0.744390165,-0.739420915,-0.70054994,-0.705449495,-0.813258945,-0.783327805,-0.767611305,NA,NA,NA,NA,-0.768097305,-0.74933076,-0.71671656,-0.742230365,-0.76737925,-0.75155847,-0.72135421,-0.79103079,-0.78262538,-0.75528951,-0.79657914,NA,NA,NA,NA,NA,-0.742026935,-0.727070525,-0.711182855,-0.741741155,-0.76444493,-0.744061525,NA,NA
16,"Walking Upstairs",NA,NA,NA,NA,NA,-0.86076694,-0.84352373,-0.78814582,-0.7749611,-0.76567407,-0.77481002,-0.83276871,-0.78443294,-0.81303872,-0.85552733,-0.836861135,-0.78831094,-0.794921425,-0.800793735,-0.78691599,-0.8371011,-0.86793143,-0.865358185,-0.85772209,-0.847570145,-0.82782389,-0.797388095,-0.80826124,-0.831734795,-0.87589595,-0.86044339,-0.87875681,-0.82926101,-0.82231236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.84108506,-0.82835752,-0.84081048,-0.82822889,-0.83875737,-0.84018618,NA,NA
16,"Walking Downstairs",-0.636334885,-0.65225748,-0.643007115,-0.61784131,-0.66104702,-0.59924636,-0.62602051,-0.63040596,-0.44187997,-0.45459436,-0.51846648,-0.47733956,NA,NA,NA,NA,NA,NA,NA,NA,-0.61205218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.580480835,-0.60861987,-0.76316249,-0.70197367,NA,NA,NA,NA,-0.6179745,-0.66891525,-0.75371266,-0.72600558,-0.57552837,-0.60818906,-0.68890417,-0.682853145,-0.69078274,-0.635869025,-0.64940923,-0.688057875,NA,NA,NA,NA,NA,NA,-0.612245225,-0.56321601
